"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
3911,"KLAC","KLA Corporation","Technology","Semiconductor Equipment & Materials","USA",32850.04,27.08,207.62,-0.36%,253419
3912,"KLCD","KFA Large Cap Quality Dividend Index ETF","Financial","Exchange Traded Fund","USA",,,26.87,0.00%,0
3913,"KLDO","Kaleido Biosciences, Inc.","Healthcare","Biotechnology","USA",297.76,,8.28,1.47%,28762
3914,"KLDW","Knowledge Leaders Developed World ETF","Financial","Exchange Traded Fund","USA",,,37.48,-0.08%,1663
3915,"KLIC","Kulicke and Soffa Industries, Inc.","Technology","Semiconductor Equipment & Materials","Singapore",1514.25,33.06,24.78,0.61%,85787
3916,"KLR","Kaleyra, Inc.","Communication Services","Telecom Services","Italy",180.19,,6.24,0.81%,62501
3917,"KLXE","KLX Energy Services Holdings, Inc.","Energy","Oil & Gas Equipment & Services","USA",74.65,,8.37,-2.45%,18729
3918,"KMB","Kimberly-Clark Corporation","Consumer Defensive","Household & Personal Products","USA",53779.39,21.16,156.93,-0.31%,372476
3919,"KMDA","Kamada Ltd.","Healthcare","Drug Manufacturers - Specialty & Generic","Israel",522.27,24.59,10.88,-7.25%,775681
3920,"KMED","KraneShares Emerging Markets Healthcare Index ETF","Financial","Exchange Traded Fund","USA",,,31.47,0.02%,118
3921,"KMF","Kayne Anderson Midstream/Energy Fund, Inc.","Financial","Closed-End Fund - Equity","USA",219.47,,4.59,-1.27%,75095
3922,"KMI","Kinder Morgan, Inc.","Energy","Oil & Gas Midstream","USA",32118.46,203.43,14.01,-1.61%,3591615
3923,"KMPR","Kemper Corporation","Financial","Insurance - Property & Casualty","USA",5236.64,11.86,78.11,-0.67%,21261
3924,"KMT","Kennametal Inc.","Industrials","Tools & Accessories","USA",2487.45,,29.06,-0.95%,100477
3925,"KMX","CarMax, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",17610.37,28.91,107.45,-1.24%,177674
3926,"KN","Knowles Corporation","Technology","Communication Equipment","USA",1400.41,109.71,15.17,-0.52%,74489
3927,"KNDI","Kandi Technologies Group, Inc.","Consumer Cyclical","Auto Manufacturers","China",392.60,51.22,6.52,-2.83%,994507
3928,"KNG","CBOE Vest S&P 500 Dividend Aristocrats Target Income Index ETF","Financial","Exchange Traded Fund","USA",,,44.30,-0.02%,366
3929,"KNL","Knoll, Inc.","Industrials","Business Equipment & Supplies","USA",676.64,22.65,12.94,-2.49%,44522
3930,"KNOP","KNOT Offshore Partners LP","Industrials","Marine Shipping","United Kingdom",440.40,13.55,13.03,-1.06%,21440
3931,"KNOW","Direxion All Cap Insider Sentiment Shares","Financial","Exchange Traded Fund","USA",,,35.44,0.11%,4212
3932,"KNSA","Kiniksa Pharmaceuticals, Ltd.","Healthcare","Biotechnology","Bermuda",1194.05,,18.08,4.57%,62359
3933,"KNSL","Kinsale Capital Group, Inc.","Financial","Insurance - Property & Casualty","USA",4539.80,69.56,204.09,0.21%,35818
3934,"KNX","Knight-Swift Transportation Holdings Inc.","Industrials","Trucking","USA",7612.90,27.50,45.90,-0.69%,213191
3935,"KO","The Coca-Cola Company","Consumer Defensive","Beverages - Non-Alcoholic","USA",206357.35,22.56,47.76,-0.44%,2611789
3936,"KOCT","Innovator Russell 2000 Power Buffer ETF","Financial","Exchange Traded Fund","USA",,,25.12,-0.08%,62
3937,"KOD","Kodiak Sciences Inc.","Healthcare","Biotechnology","USA",2279.40,,51.96,-0.85%,46280
3938,"KODK","Eastman Kodak Company","Industrials","Specialty Business Services","USA",551.53,,6.93,-1.00%,5620873
3939,"KOF","Coca-Cola FEMSA, S.A.B. de C.V.","Consumer Defensive","Beverages - Non-Alcoholic","Mexico",2313.36,18.92,43.75,0.25%,11959
3940,"KOIN","Innovation Shares NextGen Protocol ETF","Financial","Exchange Traded Fund","USA",,,33.77,0.86%,2001
3941,"KOKU","Xtrackers MSCI Kokusai Equity ETF","Financial","Exchange Traded Fund","USA",,,64.04,0.00%,0
3942,"KOL","VanEck Vectors Coal ETF","Financial","Exchange Traded Fund","USA",,,74.70,-0.09%,608
3943,"KOLD","ProShares UltraShort Bloomberg Natural Gas","Financial","Exchange Traded Fund","USA",,,32.43,1.16%,464127
3944,"KOMP","SPDR S&P Kensho New Economies Composite ETF","Financial","Exchange Traded Fund","USA",,,42.76,-0.04%,14530
3945,"KOP","Koppers Holdings Inc.","Basic Materials","Specialty Chemicals","USA",548.74,7.48,24.28,-5.49%,40361
3946,"KOPN","Kopin Corporation","Technology","Electronic Components","USA",123.30,,1.38,1.09%,311179
3947,"KOR","Corvus Gold Inc.","Basic Materials","Gold","Canada",358.33,,2.82,-2.42%,53713
3948,"KORP","American Century Diversified Corporate Bond ETF","Financial","Exchange Traded Fund","USA",,,52.76,-0.10%,2319
3949,"KORU","Direxion Daily South Korea Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,16.65,3.61%,128768
3950,"KOS","Kosmos Energy Ltd.","Energy","Oil & Gas E&P","USA",674.47,,1.52,-3.18%,1585238
3951,"KOSS","Koss Corporation","Technology","Consumer Electronics","USA",19.87,,2.35,0.42%,35933
3952,"KPTI","Karyopharm Therapeutics Inc.","Healthcare","Biotechnology","USA",1068.37,,14.25,0.42%,238734
3953,"KR","The Kroger Co.","Consumer Defensive","Grocery Stores","USA",28059.73,13.73,35.76,-0.83%,1407276
3954,"KRA","Kraton Corporation","Basic Materials","Specialty Chemicals","USA",484.32,2.39,14.55,-1.22%,45156
3955,"KRBN","KraneShares Trust - KFA Global Carbon ETF","Financial","Exchange Traded Fund","USA",,,21.68,3.31%,3533
3956,"KRC","Kilroy Realty Corporation","Real Estate","REIT - Office","USA",6659.92,35.98,57.83,-0.55%,58924
3957,"KRE","SPDR S&P Regional Banking ETF","Financial","Exchange Traded Fund","USA",,,39.18,-0.51%,3452000
3958,"KREF","KKR Real Estate Finance Trust Inc.","Real Estate","REIT - Mortgage","USA",1077.00,24.20,17.78,-1.11%,34250
3959,"KRG","Kite Realty Group Trust","Real Estate","REIT - Retail","USA",998.06,,11.50,-1.54%,103889
3960,"KRKR","36Kr Holdings Inc.","Communication Services","Internet Content & Information","China",136.85,,3.55,-3.27%,17750
3961,"KRMA","Global X Conscious Companies ETF","Financial","Exchange Traded Fund","USA",,,24.58,0.25%,5745
3962,"KRMD","Repro Med Systems, Inc.","Healthcare","Medical Instruments & Supplies","USA",423.82,,9.55,0.63%,27905
3963,"KRNT","Kornit Digital Ltd.","Industrials","Specialty Industrial Machinery","Israel",2549.24,,59.93,0.69%,67160
3964,"KRNY","Kearny Financial Corp.","Financial","Banks - Regional","USA",717.96,16.12,7.85,0.00%,47041
3965,"KRO","Kronos Worldwide, Inc.","Basic Materials","Specialty Chemicals","USA",1528.18,20.51,13.16,1.86%,114375
3966,"KROS","Keros Therapeutics, Inc.","Healthcare","Biotechnology","USA",986.23,,48.63,0.80%,9980
3967,"KRP","Kimbell Royalty Partners, LP","Energy","Oil & Gas E&P","USA",320.63,,8.63,0.58%,19952
3968,"KRTX","Karuna Therapeutics, Inc.","Healthcare","Biotechnology","USA",2214.95,,82.57,0.28%,12093
3969,"KRUS","Kura Sushi USA, Inc.","Consumer Cyclical","Restaurants","USA",102.18,,12.13,0.66%,15401
3970,"KRYS","Krystal Biotech, Inc.","Healthcare","Biotechnology","USA",917.07,,46.11,-0.19%,26012
3971,"KSA","iShares MSCI Saudi Arabia ETF","Financial","Exchange Traded Fund","USA",,,28.85,0.31%,121613
3972,"KSCD","KFA Small Cap Quality Dividend Index ETF","Financial","Exchange Traded Fund","USA",,,23.25,0.00%,0
3973,"KSM","DWS Strategic Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",121.67,7.06,10.82,-0.37%,11826
3974,"KSS","Kohl's Corporation","Consumer Cyclical","Department Stores","USA",3233.24,41.11,20.25,-0.70%,3652768
3975,"KSU","Kansas City Southern","Industrials","Railroads","USA",17136.29,31.43,183.43,-0.08%,122618
3976,"KT","KT Corporation","Communication Services","Telecom Services","South Korea",5262.40,9.73,10.17,1.50%,240257
3977,"KTB","Kontoor Brands, Inc.","Consumer Cyclical","Apparel Manufacturing","USA",1297.92,3161.43,22.14,0.05%,90832
3978,"KTCC","Key Tronic Corporation","Technology","Computer Hardware","USA",89.68,21.61,8.46,3.30%,343
3979,"KTF","DWS Municipal Income Trust","Financial","Closed-End Fund - Debt","USA",444.39,87.89,11.18,-0.62%,16557
3980,"KTOS","Kratos Defense & Security Solutions, Inc.","Industrials","Aerospace & Defense","USA",2372.12,358.33,19.24,-0.57%,158777
3981,"KTOV","Kitov Pharma Ltd","Healthcare","Biotechnology","Israel",73.66,,4.41,3.15%,304482
3982,"KTRA","Kintara Therapeutics, Inc.","Healthcare","Biotechnology","USA",13.57,,1.09,2.35%,89126
3983,"KURA","Kura Oncology, Inc.","Healthcare","Biotechnology","USA",1254.40,,22.71,3.32%,736667
3984,"KURE","KraneShares MSCI All China Health Care Index ETF","Financial","Exchange Traded Fund","USA",,,34.08,-0.10%,28733
3985,"KVHI","KVH Industries, Inc.","Technology","Communication Equipment","USA",177.50,,9.37,-3.50%,24081
3986,"KW","Kennedy-Wilson Holdings, Inc.","Real Estate","Real Estate Services","USA",2057.59,16.20,14.36,-0.42%,36195
3987,"KWEB","KraneShares CSI China Internet ETF","Financial","Exchange Traded Fund","USA",,,70.31,1.04%,1283309
3988,"KWR","Quaker Chemical Corporation","Basic Materials","Specialty Chemicals","USA",3505.16,,195.94,-0.55%,3589
3989,"KXI","iShares Global Consumer Staples ETF","Financial","Exchange Traded Fund","USA",,,55.82,-0.43%,11833
3990,"KXIN","Kaixin Auto Holdings","Financial","Shell Companies","China",55.49,,0.88,-3.90%,7622
3991,"KYMR","Kymera Therapeutics, Inc.","Healthcare","Biotechnology","USA",,,29.68,4.36%,131554
3992,"KYN","Kayne Anderson MLP/Midstream Investment Company","Financial","Closed-End Fund - Equity","USA",632.24,,4.89,-2.20%,299475
3993,"KZIA","Kazia Therapeutics Limited","Healthcare","Biotechnology","Australia",74.04,,7.23,-0.67%,63235
3994,"KZR","Kezar Life Sciences, Inc.","Healthcare","Biotechnology","USA",206.70,,4.71,3.29%,32997
3995,"L","Loews Corporation","Financial","Insurance - Property & Casualty","USA",10351.48,,36.40,-0.59%,150243
3996,"LABD","Direxion Daily S&P Biotech Bear 3X Shares","Financial","Exchange Traded Fund","USA",,,3.49,0.29%,2602468
3997,"LABU","Direxion Daily S&P Biotech Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,51.65,-0.48%,1322241
3998,"LAC","Lithium Americas Corp.","Basic Materials","Other Industrial Metals & Mining","Canada",629.97,14.91,6.56,-5.61%,863536
3999,"LACK","Direxion Daily Cnsmr Staples Bear 3XShrs","Financial","Exchange Traded Fund","USA",,,8.73,1.06%,880
4000,"LACQ","Leisure Acquisition Corp.","Financial","Shell Companies","USA",65.21,50.73,10.45,0.00%,1256
4001,"LAD","Lithia Motors, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",5966.63,22.14,261.39,-0.42%,47263
4002,"LADR","Ladder Capital Corp","Real Estate","REIT - Mortgage","USA",933.67,16.84,7.47,-1.77%,259864
4003,"LAIX","LAIX Inc.","Consumer Defensive","Education & Training Services","China",131.50,,2.68,2.29%,2387
4004,"LAKE","Lakeland Industries, Inc.","Consumer Cyclical","Apparel Manufacturing","USA",169.85,14.21,21.49,-1.69%,145887
4005,"LAMR","Lamar Advertising Company (REIT)","Real Estate","REIT - Specialty","USA",7119.42,25.35,67.94,-1.54%,138542
4006,"LANC","Lancaster Colony Corporation","Consumer Defensive","Packaged Foods","USA",4704.15,33.77,169.06,-1.17%,12540
4007,"LAND","Gladstone Land Corporation","Real Estate","REIT - Industrial","USA",342.36,,15.23,-0.13%,38122
4008,"LARK","Landmark Bancorp, Inc.","Financial","Banks - Regional","USA",105.04,7.06,21.70,-2.08%,31552
4009,"LASR","nLIGHT, Inc.","Technology","Semiconductors","USA",893.08,,22.33,-0.71%,20174
4010,"LATN","Union Acquisition Corp. II","Financial","Shell Companies","USA",248.75,,9.95,0.00%,0
4011,"LAUR","Laureate Education, Inc.","Consumer Defensive","Education & Training Services","USA",2719.04,,12.52,-2.72%,116537
4012,"LAWS","Lawson Products, Inc.","Industrials","Industrial Distribution","USA",321.86,21.64,35.70,4.26%,1865
4013,"LAZ","Lazard Ltd","Financial","Capital Markets","Bermuda",3571.30,13.70,31.36,-0.79%,71142
4014,"LAZY","Lazydays Holdings, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",123.72,73.17,12.69,5.75%,90706
4015,"LB","L Brands, Inc.","Consumer Cyclical","Apparel Retail","USA",8122.18,,30.58,3.19%,2252441
4016,"LBAI","Lakeland Bancorp, Inc.","Financial","Banks - Regional","USA",562.03,9.04,10.91,-0.46%,17871
4017,"LBC","Luther Burbank Corporation","Financial","Banks - Regional","USA",509.20,12.27,9.42,0.21%,5364
4018,"LBJ","Direxion Daily Latin America Bull 3X Shares","Financial","Exchange Traded Fund","USA",,,51.59,-1.03%,4008
4019,"LBRDA","Liberty Broadband Corporation","Communication Services","Entertainment","USA",25564.60,137.40,138.41,0.23%,57130
4020,"LBRDK","Liberty Broadband Corporation","Communication Services","Entertainment","USA",21543.21,140.82,141.29,0.33%,244181
4021,"LBRT","Liberty Oilfield Services Inc.","Energy","Oil & Gas Equipment & Services","USA",796.40,,6.47,-3.00%,62755
4022,"LBTYA","Liberty Global plc","Communication Services","Entertainment","United Kingdom",13027.95,,22.53,1.17%,430763
4023,"LBTYK","Liberty Global plc","Communication Services","Entertainment","United Kingdom",8634.26,1.18,21.92,1.22%,906796
4024,"LC","LendingClub Corporation","Financial","Credit Services","USA",409.92,,5.52,-1.78%,200013
4025,"LCA","Landcadia Holdings II, Inc.","Financial","Shell Companies","USA",500.94,,16.00,1.01%,1968037
4026,"LCI","Lannett Company, Inc.","Healthcare","Drug Manufacturers - Specialty & Generic","USA",240.92,,5.99,0.67%,90891
4027,"LCII","LCI Industries","Consumer Cyclical","Recreational Vehicles","USA",3123.94,29.14,119.03,-2.99%,18500
4028,"LCNB","LCNB Corp.","Financial","Banks - Regional","USA",196.85,9.49,14.41,0.10%,1690
4029,"LCR","Leuthold Core ETF","Financial","Exchange Traded Fund","USA",,,27.00,0.52%,103
4030,"LCTX","Lineage Cell Therapeutics, Inc.","Healthcare","Biotechnology","USA",125.77,,0.83,-4.62%,355598
4031,"LCUT","Lifetime Brands, Inc.","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",212.79,,9.65,0.31%,46541
4032,"LD","iPath Bloomberg Lead Subindex Total Return(SM) ETN","Financial","Exchange Traded Fund","USA",,,41.20,0.00%,0
4033,"LDEM","iShares ESG MSCI EM Leaders ETF","Financial","Exchange Traded Fund","USA",,,52.43,0.46%,44
4034,"LDL","Lydall, Inc.","Industrials","Specialty Industrial Machinery","USA",362.93,,19.50,-3.61%,16406
4035,"LDOS","Leidos Holdings, Inc.","Technology","Information Technology Services","USA",13180.16,21.32,90.71,-0.11%,166610
4036,"LDP","Cohen & Steers Limited Duration Preferred and Income Fund, Inc.","Financial","Closed-End Fund - Debt","USA",686.19,,23.82,0.19%,17754
4037,"LDRS","Innovator IBD ETF Leaders ETF","Financial","Exchange Traded Fund","USA",,,24.07,-0.11%,10
4038,"LDSF","First Trust Low Duration Strategic Focus ETF","Financial","Exchange Traded Fund","USA",,,20.42,-0.15%,5783
4039,"LDUR","PIMCO Enhanced Low Duration Active ETF","Financial","Exchange Traded Fund","USA",,,101.98,-0.02%,9182
4040,"LE","Lands' End, Inc.","Consumer Cyclical","Specialty Retail","USA",429.55,77.06,12.84,-1.98%,78750
4041,"LEA","Lear Corporation","Consumer Cyclical","Auto Parts","USA",7051.41,59.20,114.36,-1.35%,70899
4042,"LEAD","Reality Shares Divcon Leaders Dividend ETF","Financial","Exchange Traded Fund","USA",,,44.30,-1.46%,2766
4043,"LEAF","Leaf Group Ltd.","Communication Services","Internet Content & Information","USA",150.59,,5.38,-1.92%,45751
4044,"LECO","Lincoln Electric Holdings, Inc.","Industrials","Tools & Accessories","USA",5731.47,27.25,96.09,-1.10%,45614
4045,"LEDS","SemiLEDs Corporation","Technology","Semiconductors","Taiwan",12.23,,3.04,0.16%,13427
4046,"LEE","Lee Enterprises, Incorporated","Communication Services","Publishing","USA",54.06,,0.90,1.34%,23815
4047,"LEG","Leggett & Platt, Incorporated","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",5292.87,24.39,40.19,-1.07%,125776
4048,"LEGH","Legacy Housing Corporation","Consumer Cyclical","Residential Construction","USA",347.66,11.51,14.59,0.76%,888
4049,"LEGN","Legend Biotech Corporation","Healthcare","Biotechnology","USA",4397.23,,34.91,-0.43%,10866
4050,"LEGR","First Trust Indxx Innovative Transaction & Process ETF","Financial","Exchange Traded Fund","USA",,,32.55,0.54%,1482
4051,"LEJU","Leju Holdings Limited","Real Estate","Real Estate Services","China",344.58,28.00,2.46,3.36%,39119
4052,"LEMB","iShares J.P. Morgan EM Local Currency Bond ETF","Financial","Exchange Traded Fund","USA",,,41.89,-0.10%,18863
4053,"LEN","Lennar Corporation","Consumer Cyclical","Residential Construction","USA",23225.74,11.83,77.33,-1.80%,511334
4054,"LEN-B","Lennar Corporation","Consumer Cyclical","Residential Construction","USA",2357.09,9.43,60.85,-2.88%,47167
4055,"LEND","Amplify CrowdBureau(R) Peer-to-Peer Lending & Crowdfunding ETF","Financial","Exchange Traded Fund","USA",,,13.55,-0.03%,417
4056,"LEO","BNY Mellon Strategic Municipals, Inc.","Financial","Closed-End Fund - Debt","USA",512.61,,8.23,-0.12%,32812
4057,"LEU","Centrus Energy Corp.","Energy","Uranium","USA",99.24,1.63,9.53,0.74%,70245
4058,"LEVI","Levi Strauss & Co.","Consumer Cyclical","Apparel Manufacturing","USA",5057.14,,12.82,0.94%,194214
4059,"LEVL","Level One Bancorp, Inc.","Financial","Banks - Regional","USA",130.41,8.04,16.80,3.45%,204
4060,"LFAC","LF Capital Acquisition Corp.","Financial","Shell Companies","USA",141.20,350.33,10.53,0.19%,1910
4061,"LFC","China Life Insurance Company Limited","Financial","Insurance - Life","China",151649.67,8.20,12.31,0.65%,100429
4062,"LFEQ","VanEck Vectors Long/Flat Trend ETF","Financial","Exchange Traded Fund","USA",,,32.18,0.02%,605
4063,"LFUS","Littelfuse, Inc.","Technology","Electronic Components","USA",4520.04,62.04,184.99,-0.55%,17420
4064,"LFVN","LifeVantage Corporation","Consumer Defensive","Household & Personal Products","USA",201.30,18.78,14.64,-0.95%,16283
4065,"LGC","Legacy Acquisition Corp.","Financial","Shell Companies","USA",64.53,,10.60,0.57%,10
4066,"LGF-A","Lions Gate Entertainment Corp.","Communication Services","Entertainment","USA",1876.25,,9.14,1.27%,188930
4067,"LGF-B","Lions Gate Entertainment Corp.","Communication Services","Entertainment","USA",1157.75,,8.52,1.19%,78858
4068,"LGH","HCM Defender 500 Index ETF","Financial","Exchange Traded Fund","USA",,,29.25,0.38%,708
4069,"LGHL","Lion Group Holding Ltd.","Financial","Asset Management","Hong Kong",53.53,,2.91,2.46%,96243
4070,"LGI","Lazard Global Total Return and Income Fund, Inc.","Financial","Closed-End Fund - Foreign","USA",200.49,4.74,15.46,0.32%,11954
4071,"LGIH","LGI Homes, Inc.","Consumer Cyclical","Residential Construction","USA",2926.21,14.27,116.48,-2.12%,74592
4072,"LGL","The LGL Group, Inc.","Technology","Electronic Components","USA",42.38,6.85,8.35,2.44%,20318
4073,"LGLV","SPDR SSGA US Large Cap Low Volatility Index ETF","Financial","Exchange Traded Fund","USA",,,109.64,-0.09%,31633
4074,"LGND","Ligand Pharmaceuticals Incorporated","Healthcare","Biotechnology","USA",1773.17,,106.96,-0.41%,47914
4075,"LGOV","First Trust Long Duration Opportunities ETF","Financial","Exchange Traded Fund","USA",,,29.66,-0.85%,1616
4076,"LGVW","Longview Acquisition Corp.","Financial","Shell Companies","USA",,,9.82,-0.10%,302997
4077,"LH","Laboratory Corporation of America Holdings","Healthcare","Diagnostics & Research","USA",17543.49,48.79,178.18,-0.50%,174206
4078,"LHCG","LHC Group, Inc.","Healthcare","Medical Care Facilities","USA",6445.16,53.84,201.57,-1.23%,68358
4079,"LHX","L3Harris Technologies, Inc.","Industrials","Aerospace & Defense","USA",39543.30,30.67,182.11,-0.23%,391440
4080,"LI","Li Auto Inc.","Consumer Cyclical","Auto Manufacturers","China",14036.19,,18.10,5.91%,10980503
4081,"LIFE","aTyr Pharma, Inc.","Healthcare","Biotechnology","USA",40.22,,4.23,5.00%,123984
4082,"LII","Lennox International Inc.","Industrials","Specialty Industrial Machinery","USA",10743.69,32.13,280.79,-0.64%,24222
4083,"LILA","Liberty Latin America Ltd.","Communication Services","Telecom Services","USA",1757.34,,9.68,3.31%,79266
4084,"LILAK","Liberty Latin America Ltd.","Communication Services","Telecom Services","USA",1203.11,,9.51,3.82%,423548
4085,"LIN","Linde plc","Basic Materials","Specialty Chemicals","United Kingdom",131307.49,59.14,250.05,0.46%,378704
4086,"LINC","Lincoln Educational Services Corporation","Consumer Defensive","Education & Training Services","USA",196.56,18.90,7.76,5.29%,261421
4087,"LIND","Lindblad Expeditions Holdings, Inc.","Consumer Cyclical","Travel Services","USA",404.67,,8.00,-2.56%,183946
4088,"LINX","Linx S.A.","Technology","Software - Application","Brazil",1099.02,,6.30,0.40%,8840
4089,"LIQT","LiqTech International, Inc.","Industrials","Pollution & Treatment Controls","Denmark",159.92,,7.13,-1.11%,5545
4090,"LIT","Global X Lithium & Battery Tech ETF","Financial","Exchange Traded Fund","USA",,,38.52,0.18%,129183
4091,"LITB","LightInTheBox Holding Co., Ltd.","Consumer Cyclical","Internet Retail","China",275.92,65.95,2.54,3.89%,456861
4092,"LITE","Lumentum Holdings Inc.","Technology","Communication Equipment","USA",6237.79,57.60,83.17,-1.58%,293879
4093,"LIVE","Live Ventures Incorporated","Consumer Cyclical","Specialty Retail","USA",16.77,,9.62,-1.33%,10
4094,"LIVN","LivaNova PLC","Healthcare","Medical Devices","United Kingdom",2225.60,,45.61,-0.96%,154844
4095,"LIVX","LiveXLive Media, Inc.","Communication Services","Entertainment","USA",196.13,,2.77,2.41%,295288
4096,"LIZI","Lizhi Inc.","Communication Services","Internet Content & Information","China",198.56,,4.32,0.23%,7506
4097,"LJPC","La Jolla Pharmaceutical Company","Healthcare","Biotechnology","USA",111.74,,3.93,4.24%,280402
4098,"LKCO","Luokung Technology Corp.","Communication Services","Internet Content & Information","China",109.71,,0.53,3.53%,375272
4099,"LKFN","Lakeland Financial Corporation","Financial","Banks - Regional","USA",1243.49,15.06,46.83,-0.87%,42763
4100,"LKOR","FlexShares Credit-Scored US Long Corporate Bond Index Fund","Financial","Exchange Traded Fund","USA",,,63.07,-0.49%,6
4101,"LKQ","LKQ Corporation","Consumer Cyclical","Auto Parts","USA",9638.69,17.43,31.30,-1.10%,801036
4102,"LL","Lumber Liquidators Holdings, Inc.","Consumer Cyclical","Home Improvement Retail","USA",794.10,25.35,26.03,-7.92%,620266
4103,"LLIT","Lianluo Smart Limited","Healthcare","Medical Devices","China",12.28,,0.41,-1.17%,137647
4104,"LLNW","Limelight Networks, Inc.","Technology","Software - Infrastructure","USA",763.76,,5.97,0.17%,758938
4105,"LLY","Eli Lilly and Company","Healthcare","Drug Manufacturers - General","USA",145004.50,24.32,150.18,0.44%,702970
4106,"LMAT","LeMaitre Vascular, Inc.","Healthcare","Medical Instruments & Supplies","USA",606.92,36.33,29.95,2.15%,68454
4107,"LMB","Limbach Holdings, Inc.","Industrials","Engineering & Construction","USA",46.15,116.47,5.96,0.34%,50011
4108,"LMBS","First Trust Low Duration Opportunities ETF","Financial","Exchange Traded Fund","USA",,,51.64,-0.09%,162450
4109,"LMFA","LM Funding America, Inc.","Financial","Credit Services","USA",11.14,,0.73,-1.88%,2588803
4110,"LMHB","Legg Mason, Inc. JR SUB NT 56","Financial","Exchange Traded Fund","USA",,,25.80,0.00%,0
4111,"LMLB","ETRACS Monthly Pay 2xLeveraged Wells Fargo MLP Ex-Energy ETN B","Financial","Exchange Traded Fund","USA",,,7.74,-0.55%,889
4112,"LMND","Lemonade, Inc.","Financial","Insurance - Property & Casualty","USA",3713.16,,61.47,-6.86%,770553
4113,"LMNL","Liminal BioSciences Inc.","Healthcare","Biotechnology","Canada",344.23,0.72,11.42,-15.97%,239623
4114,"LMNR","Limoneira Company","Consumer Defensive","Farm Products","USA",286.93,,15.21,0.93%,7194
4115,"LMNX","Luminex Corporation","Healthcare","Medical Instruments & Supplies","USA",1407.07,334.78,30.13,0.00%,74819
4116,"LMPX","LMP Automotive Holdings, Inc.","Consumer Cyclical","Auto & Truck Dealerships","USA",135.06,,12.57,-2.56%,35593
4117,"LMRK","Landmark Infrastructure Partners LP","Real Estate","Real Estate Services","USA",253.78,,9.76,-2.01%,18652
4118,"LMT","Lockheed Martin Corporation","Industrials","Aerospace & Defense","USA",109951.49,17.31,393.26,-0.45%,441199
4119,"LN","LINE Corporation","Communication Services","Internet Content & Information","Japan",12343.59,,50.96,-0.43%,17973
4120,"LNC","Lincoln National Corporation","Financial","Insurance - Life","USA",7268.64,34.86,36.32,-1.14%,325166
4121,"LND","Brasilagro - Cia Bras de Prop Agricolas ADR","Consumer Defensive","Farm Products","Brazil",218.97,3.06,3.76,1.90%,1813
4122,"LNDC","Landec Corporation","Consumer Defensive","Packaged Foods","USA",307.96,,10.24,-2.01%,17120
4123,"LNG","Cheniere Energy, Inc.","Energy","Oil & Gas Midstream","USA",13296.75,12.19,52.23,-2.01%,252544
4124,"LNGR","Global X Longevity Thematic ETF","Financial","Exchange Traded Fund","USA",,,25.44,0.35%,556
4125,"LNN","Lindsay Corporation","Industrials","Farm & Heavy Construction Machinery","USA",1108.11,41.93,101.52,-0.60%,3648
4126,"LNT","Alliant Energy Corporation","Utilities","Utilities - Regulated Electric","USA",13526.97,20.72,54.37,-0.51%,241092
4127,"LNTH","Lantheus Holdings, Inc.","Healthcare","Diagnostics & Research","USA",912.95,44.40,13.14,-2.05%,96508
4128,"LOAK","Live Oak Acquisition Corp.","Financial","Shell Companies","USA",197.40,,9.85,-0.20%,3421
4129,"LOAN","Manhattan Bridge Capital, Inc.","Real Estate","REIT - Mortgage","USA",41.94,9.28,4.22,-1.40%,3959
4130,"LOB","Live Oak Bancshares, Inc.","Financial","Banks - Regional","USA",809.00,121.89,20.47,2.40%,57096
4131,"LOCO","El Pollo Loco Holdings, Inc.","Consumer Cyclical","Restaurants","USA",607.36,31.75,16.91,0.12%,48058
4132,"LODE","Comstock Mining Inc.","Real Estate","Real Estate Services","USA",41.35,,1.14,-2.14%,1007388
4133,"LOGC","LogicBio Therapeutics, Inc.","Healthcare","Biotechnology","USA",198.31,,7.27,-2.14%,10422
4134,"LOGI","Logitech International S.A.","Technology","Computer Hardware","Switzerland",12841.30,26.43,73.45,-0.95%,202476
4135,"LOGM","LogMeIn, Inc.","Technology","Software - Application","USA",4217.19,486.05,86.03,-0.01%,88870
4136,"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima","Basic Materials","Building Materials","Argentina",584.08,10.70,4.69,-4.29%,154428
4137,"LONE","Lonestar Resources US Inc.","Energy","Oil & Gas E&P","USA",7.89,,0.35,28.41%,1809791
4138,"LOOP","Loop Industries, Inc.","Basic Materials","Specialty Chemicals","Canada",408.57,,10.27,0.20%,15654
4139,"LOPE","Grand Canyon Education, Inc.","Consumer Defensive","Education & Training Services","USA",4256.66,17.03,89.77,-0.31%,36610
4140,"LORL","Loral Space & Communications Inc.","Communication Services","Telecom Services","USA",485.40,,21.67,0.06%,27618
